Genome,User Genome,Classification,FastANI Reference,FastANI Reference Radius,FastANI Taxonomy,FastANI ANI,FastANI Alignment Fraction,Closest Placement Reference,Closest Placement Taxonomy,Closest Placement ANI,Closest Placement Alignment Fraction,Classification Method,Note,Other Related References,MSA AA Percent,RED Value,Warnings,domain,phylum,class,order,family,genus,species,Bin Name,Marker Lineage,# Genomes,# Markers,# Marker Sets,0,1,2,3,4,5+,Completeness,Contamination,Translation table,GC std,# ambiguous bases,Genome size,Longest contig,N50 (scaffolds),Mean scaffold length,# contigs,# scaffolds,# predicted genes,Longest scaffold,GC,N50 (contigs),Coding density,Mean contig length,Genome size (Mbp),kruskal_season_p,kruskal_season_p_corr,kruskal_depth_p,kruskal_depth_p_corr,spearman_depth_p,spearman_depth_p_corr,spearman_depth_r,median_rel_abun,mean_rel_abun,max_rel_abun,class_plus
3300060478_848,3300060478_848__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidiferrobacterales;f__UBA6901;g__UBA6901;s__,-,-,-,-,-,GCA_002451085.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidiferrobacterales;f__UBA6901;g__UBA6901;s__UBA6901 sp002451085,78.04,0.267,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,72.51,0.8796,-,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Acidiferrobacterales,f__UBA6901,g__UBA6901,s__,3300060478_848__dereplicated_genomes,p__Proteobacteria,1495,261,164,64,193,4,0,0,0,85.34,2.03,11,0.02138324996640388,0,2908807,48848,12120,9696.023333333333,300,300,2976,48848,0.6062437280988392,12120,0.8843106469422,9696.023333333333,2.908807,0.9968006214477018,0.9999058958679385,0.004764338786855047,0.014565264291242573,0.0011272359034296719,0.00371120743590692,-0.5518572106220999,0.032805907499999995,0.06572009023888886,0.24114555,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;
3300055390_502,3300055390_502__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__RBG-16-60-22;g__RBG-13-51-18;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,61.37,0.92152,-,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__Dehalococcoidales,f__RBG-16-60-22,g__RBG-13-51-18,s__,3300055390_502__dereplicated_genomes,k__Bacteria,924,151,101,42,103,6,0,0,0,79.52,5.06,11,0.02512330397561931,0,2358347,32800,10677,8967.098859315589,263,263,2408,32800,0.4937700007674867,10677,0.8744845436231394,8967.098859315589,2.358347,0.4998853697690505,0.9528154520223513,0.015505517334678871,0.031451949854230124,0.012374488969338912,0.02364411285212971,0.42257168595493444,0.029390042499999998,0.03644882376111111,0.109888546,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;
3300060478_873,3300060478_873__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,73.82,0.88101,-,d__Bacteria,p__Acidobacteriota,c__UBA6911,o__UBA6911,f__UBA6911,g__,s__,3300060478_873__dereplicated_genomes,k__Bacteria,2258,188,117,38,143,7,0,0,0,81.2,5.98,11,0.013496863824312996,0,4436376,41057,8846,7893.907473309609,562,562,4210,41057,0.5418037154650552,8846,0.8669785879285254,7893.907473309609,4.436376,0.6277168799884012,0.9605180220828018,0.0010758980869692112,0.009601841618471552,0.000249592601927009,0.002217164087207212,0.6191166561665319,0.012107505000000001,0.01217910681111111,0.03623503,d__Bacteria;p__Acidobacteriota;c__UBA6911;
3300055390_198,3300055390_198__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__UBA2199;s__,-,-,-,-,-,GCA_016934745.1,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__UBA2199;s__UBA2199 sp016934745,79.08,0.524,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_002436105.1, s__UBA2199 sp00243610...",93.8,0.92092,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Acidobacteriota,c__Aminicenantia,o__UBA2199,f__UBA2199,g__UBA2199,s__,3300055390_198__dereplicated_genomes,k__Bacteria,2258,188,117,8,179,1,0,0,0,94.27,0.85,11,0.012483139620116145,0,3361197,833103,496391,336119.7,10,10,2973,833103,0.5758743090631105,496391,0.9263229736311202,336119.7,3.361197,0.23235280456550783,0.8151393471642406,0.30169086059172423,0.3268954135019189,0.29402450670586044,0.339198083207839,0.1768563167572308,0.01056065525,0.015308535377777778,0.11464544,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;
3300055390_486,3300055390_486__dereplicated_genomes,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__Krumholzibacteriales;f__Krumholzibacteriaceae;g__SSS58A;s__,-,-,-,-,-,GCA_017885175.1,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__Krumholzibacteriales;f__Krumholzibacteriaceae;g__SSS58A;s__SSS58A sp017885175,78.78,0.45,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_002403295.1, s__SSS58A sp002403295...",83.22,0.90985,-,d__Bacteria,p__Krumholzibacteriota,c__Krumholzibacteria,o__Krumholzibacteriales,f__Krumholzibacteriaceae,g__SSS58A,s__,3300055390_486__dereplicated_genomes,k__Bacteria,2993,147,91,13,132,2,0,0,0,95.46,2.2,11,0.016668946852952185,0,2357704,122483,30827,21050.928571428572,112,112,2093,122483,0.5970405954267372,30827,0.9276100816726781,21050.928571428572,2.357704,0.9028920118539293,0.9791981895430706,0.0031286400341080448,0.011543602884467614,0.0011815231891527955,0.0038309994314954282,0.5481452929907982,0.0130947175,0.016337409575000003,0.061450373,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;
3300055390_384,3300055390_384__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__;f__;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,79.92,0.53501,-,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__,f__,g__,s__,3300055390_384__dereplicated_genomes,k__Bacteria,924,151,101,20,130,1,0,0,0,83.83,0.99,11,0.01678859447686094,0,2125290,45853,12107,9749.036697247706,218,218,2166,45853,0.6570548019329127,12107,0.8888462280441728,9749.036697247706,2.12529,0.9053936047021119,0.9791981895430706,0.0029465755486686525,0.011147240118444196,0.0008369390568626841,0.0032271163633984575,0.5645568287090855,0.0140574335,0.013960793702777776,0.03823937,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;
3300055390_1082,3300055390_1082__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Fen-181;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,73.64,0.7618,-,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Fen-181,g__,s__,3300055390_1082__dereplicated_genomes,k__Bacteria,2258,188,117,49,133,6,0,0,0,86.9,4.27,11,0.013121153866884434,0,5496944,62399,15117,11670.794055201699,471,471,4840,62399,0.6845179794445787,15117,0.9198594710078909,11670.794055201699,5.496944,0.01514950194919243,0.2602626878474563,0.017003699782768552,0.033849225614069486,0.005396597893060551,0.012285871799095297,-0.4715864951351155,0.045912293,0.048940311816666665,0.098844826,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;
3300067053_1659,3300067053_1659__dereplicated_genomes,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__2-02-FULL-66-22;g__2-02-FULL-66-22;s__,-,-,-,-,-,-,-,-,-,ANI,classification based on placement in class-level tree,"GCA_016180655.1, s__2-02-FULL-66-22 sp...",76.78,0.88864,-,d__Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__Methylomirabilales,f__2-02-FULL-66-22,g__2-02-FULL-66-22,s__,3300067053_1659__dereplicated_genomes,k__Bacteria,2258,188,117,34,149,5,0,0,0,80.58,3.49,11,0.017887191139737024,0,4466363,39521,11001,8879.44930417495,503,503,4442,39521,0.6566571055688936,11001,0.8677335451686305,8879.44930417495,4.466363,0.7400234315123355,0.9605180220828018,0.00037013170668536783,0.009601841618471552,7.407458406291664e-05,0.002217164087207212,-0.6713557743242965,0.056928218,0.05665025513888888,0.10518552,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;
3300067053_1543,3300067053_1543__dereplicated_genomes,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,77.91,0.68495,-,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__,g__,s__,3300067053_1543__dereplicated_genomes,k__Bacteria,2993,141,87,12,122,6,1,0,0,88.4,5.43,11,0.026800477059353636,0,3552511,49410,10839,9039.468193384224,393,393,3281,49410,0.5797268467289757,10839,0.927246108456807,9039.468193384224,3.552511,0.7499195233158857,0.9605180220828018,0.4246333644178484,0.44327580480692463,0.9965859627042984,0.9965859627042984,0.0,0.01194210825,0.011565155627777778,0.02437882,d__Bacteria;p__Spirochaetota;c__Spirochaetia;
3300060607_1071,3300060607_1071__dereplicated_genomes,d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,56.52,0.69894,-,d__Bacteria,p__Desulfobacterota,c__Syntrophobacteria,o__Syntrophobacterales,f__,g__,s__,3300060607_1071__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,78,157,12,0,0,0,77.9,6.61,11,0.017406510726949542,25,4934076,40133,9648,8419.924914675768,586,586,4557,40133,0.5766194958260464,9648,0.8196487042356057,8419.882252559726,4.934076,0.35428448699074677,0.8860243491291557,0.0008619821359263408,0.009601841618471552,0.00021407905217926356,0.002217164087207212,-0.6271849010927723,0.026983849499999997,0.026214334738888886,0.08569854,d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;
3300067053_682,3300067053_682__dereplicated_genomes,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalosphaeraceae;g__JAHDQI01;s__,-,-,-,-,-,GCA_022705405.1,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalosphaeraceae;g__JAHDQI01;s__JAHDQI01 sp022705405,79.79,0.557,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_018433925.1, s__JAHDQI01 sp0184339...",73.94,0.94957,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Sedimentisphaerales,f__Anaerohalosphaeraceae,g__JAHDQI01,s__,3300067053_682__dereplicated_genomes,k__Bacteria,2921,143,88,34,109,0,0,0,0,81.37,0.0,11,0.022287027625437727,0,3334257,41460,14341,11379.716723549489,293,293,2911,41460,0.5438021124346444,14341,0.9057175256736358,11379.716723549489,3.334257,0.8346202727044448,0.9680145882656858,0.029725031824777,0.05028582458895081,0.01999329151120149,0.03316716576276836,0.39298874594592964,0.016377165,0.017549279666666667,0.048049625,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;
3300055390_1146,3300055390_1146__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__RBG-16-64-43;g__JAFGKK01;s__,-,-,-,-,-,GCA_016932475.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__RBG-16-64-43;g__JAFGKK01;s__JAFGKK01 sp016932475,80.02,0.586,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_016928575.1, s__JAFGKK01 sp0169285...",79.05,0.953,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__RBG-16-64-43,g__JAFGKK01,s__,3300055390_1146__dereplicated_genomes,k__Bacteria,924,163,110,19,139,5,0,0,0,85.45,3.72,11,0.01780833361874404,0,3010853,37641,10848,8727.110144927536,345,345,2787,37641,0.5918522093240687,10848,0.8906173765374796,8727.110144927536,3.010853,0.797713522885859,0.9605180220828018,0.018499714119819315,0.03534766805036905,0.006211994024586795,0.013704811559397671,0.46235721422768683,0.013744422499999999,0.016704653200000003,0.0787138,d__Bacteria;p__Chloroflexota;c__Anaerolineae;
3300067053_358,3300067053_358__dereplicated_genomes,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,78.45,0.85054,-,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,g__,s__,3300067053_358__dereplicated_genomes,k__Bacteria,2993,147,91,21,124,2,0,0,0,85.66,2.2,11,0.014039190580535413,0,2611468,42501,10698,8974.116838487973,291,291,2661,42501,0.6945767667840463,10698,0.9377197040132217,8974.116838487973,2.611468,0.9780404928232505,0.9966698355436934,0.00121932304003561,0.009601841618471552,0.00025901449616906684,0.002217164087207212,-0.6189572748648392,0.06891957,0.10244783021111113,0.31743506,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;
3300055390_1064,3300055390_1064__dereplicated_genomes,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__UBA6906;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,91.86,0.87864,-,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__UBA6906,g__UBA6906,s__,3300055390_1064__dereplicated_genomes,k__Bacteria,433,273,183,12,254,6,1,0,0,94.26,3.3,11,0.016925718656354522,0,4076222,114026,30055,19884.009756097563,205,205,3459,114026,0.5858922796648465,30055,0.9214912730464632,19884.009756097563,4.076222,0.3439952862059078,0.8820444178629765,0.04111256685002857,0.062472085895210624,0.1160061257566124,0.14955006573442803,0.26526740351350253,0.01208020575,0.013172615177777777,0.0372346,d__Bacteria;p__Bacteroidota;c__UBA10030;
3300055390_145,3300055390_145__dereplicated_genomes,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__JACTUA01;g__JACTUA01;s__,-,-,-,-,-,GCA_015660865.1,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__JACTUA01;g__JACTUA01;s__JACTUA01 sp015660865,78.06,0.302,taxonomic classification defined by topology and ANI,-,-,84.1,0.86061,-,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__JACTUA01,g__JACTUA01,s__,3300055390_145__dereplicated_genomes,p__Euryarchaeota,90,234,153,53,180,1,0,0,0,77.53,0.03,11,0.021111800494859844,0,1344094,35193,8885,7636.897727272727,176,176,1452,35193,0.6271882770103877,8885,0.8848852833209582,7636.897727272727,1.344094,0.4989860805309222,0.9528154520223513,0.0019131407627907902,0.009884104782573393,0.0007477050572954974,0.0029908202291819897,0.569833681621598,0.01261986825,0.017032652836111113,0.06848478,d__Archaea;p__Halobacteriota;c__Methanomicrobia;
3300055390_912,3300055390_912__dereplicated_genomes,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,72.06,0.86384,-,d__Bacteria,p__Eisenbacteria,c__RBG-16-71-46,o__RBG-16-71-46,f__RBG-16-71-46,g__,s__,3300055390_912__dereplicated_genomes,k__Bacteria,2993,147,91,38,101,7,1,0,0,76.37,8.79,11,0.014747531746711673,0,3814150,82606,19121,12264.147909967845,311,311,3287,82606,0.7052638202482859,19121,0.9265791854017278,12264.147909967845,3.81415,0.9627717406176487,0.9876862023959893,0.0011388027613457796,0.009601841618471552,0.0002401612558628816,0.002217164087207212,-0.6222321810810553,0.012352047500000001,0.023602490911111104,0.06977955,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;
3300055390_462,3300055390_462__dereplicated_genomes,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Fen-1087;g__Fen-1087;s__,-,-,-,-,-,GCA_003161855.1,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Fen-1087;g__Fen-1087;s__Fen-1087 sp003161855,79.07,0.409,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,80.02,0.89606,-,d__Bacteria,p__Desulfobacterota,c__Syntrophia,o__Syntrophales,f__Fen-1087,g__Fen-1087,s__,3300055390_462__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,31,207,9,0,0,0,84.33,4.09,11,0.03201659870128594,0,2268404,39444,10652,9001.603174603175,252,252,2343,39444,0.5694704294296783,10652,0.8959369671363655,9001.603174603175,2.268404,0.0014515883650024106,0.12425596404420636,0.2805450331205957,0.30630937289697696,0.3653343090790868,0.41365895313716705,-0.15392059216215578,0.022469351999999998,0.027720600697222222,0.094871655,d__Bacteria;p__Desulfobacterota;c__Syntrophia;
3300060478_1091,3300060478_1091__dereplicated_genomes,d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__SG8-52-3;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,-,-,88.15,0.88029,-,d__Archaea,p__Thermoplasmatota,c__E2,o__DHVEG-1,f__DHVEG-1,g__SG8-52-3,s__,3300060478_1091__dereplicated_genomes,p__Euryarchaeota,148,188,125,21,163,4,0,0,0,85.2,2.4,11,0.021888414623330563,0,1941043,71060,22019,14272.375,136,136,1893,71060,0.3117638300645581,22019,0.8876877019210806,14272.375,1.941043,0.28501094563708185,0.8796927370759939,0.02800908815955048,0.0477605168617036,0.019715339117100564,0.033090843694584475,0.3938768572388969,0.024792485,0.02875743807222222,0.094026715,d__Archaea;p__Thermoplasmatota;c__E2;
3300055390_572,3300055390_572__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__KS41;s__KS41 sp002256705,GCA_002256705.1,95,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__KS41;s__KS41 sp002256705,96.59,0.776,GCA_002256705.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__KS41;s__KS41 sp002256705,96.59,0.776,ani_screen,classification based on ANI only,"GCA_002256465.1, s__KS41 sp002256465, ...",59.72,-,-,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonadaceae,g__KS41,s__KS41 sp002256705,3300055390_572__dereplicated_genomes,c__Gammaproteobacteria,112,580,289,157,416,7,0,0,0,78.05,1.38,11,0.022990714209590226,0,3288694,35747,9521,8346.939086294416,394,394,3349,35747,0.4559274897573322,9521,0.825076762994672,8346.939086294416,3.288694,0.5092114890696595,0.9528154520223513,0.0009347558131178571,0.009601841618471552,0.0002062522105335634,0.002217164087207212,-0.6287819935134874,0.083766045,0.09969529875,0.26176432,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;
3300055390_943,3300055390_943__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__RBG-16-66-30;s__,-,-,-,-,-,GCA_011048485.1,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__RBG-16-66-30;s__RBG-16-66-30 sp011048485,81.36,0.541,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_017883305.1, s__RBG-16-66-30 sp017...",87.43,0.96035,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Acidobacteriota,c__Aminicenantia,o__Aminicenantales,f__RBG-16-66-30,g__RBG-16-66-30,s__,3300055390_943__dereplicated_genomes,k__Bacteria,2258,188,117,18,167,3,0,0,0,90.19,1.71,11,0.01562324837624548,0,2586195,191211,21602,15394.017857142857,168,168,2356,191211,0.6236219619943585,21602,0.925442590369249,15394.017857142857,2.586195,0.7040337233733662,0.9605180220828018,0.00750157228326118,0.019430803954865097,0.0028410816662626103,0.0073251985130144415,0.5043355572972763,0.043272253,0.0457231572638889,0.10577794,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;
3300067053_294,3300067053_294__dereplicated_genomes,d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__Desulfobaccaceae;g__Desulfobacca;s__,-,-,-,-,-,-,-,-,-,ANI,classification based on placement in class-level tree,"GCA_016874895.1, s__Desulfobacca sp016...",67.03,0.86872,Genome has more than 10.0% of markers with multiple hits,d__Bacteria,p__Desulfobacterota,c__Desulfobaccia,o__Desulfobaccales,f__Desulfobaccaceae,g__Desulfobacca,s__,3300067053_294__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,52,174,20,1,0,0,77.24,9.89,11,0.030134147028616415,0,3311074,35274,7247,6702.578947368421,494,494,3348,35274,0.5581019934921418,7247,0.8508236300366588,6702.578947368421,3.311074,0.8249688121978735,0.9649588286509359,0.2407071633431475,0.27111227871280824,0.6178756564326633,0.6529648912424194,-0.08514756162161809,0.090126005,0.09040521969444443,0.16290334,d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;
3300055390_1065,3300055390_1065__dereplicated_genomes,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2174_A;g__SpSt-501;s__,-,-,-,-,-,GCA_016219005.1,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2174_A;g__SpSt-501;s__SpSt-501 sp016219005,81.73,0.563,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_020725555.1, s__SpSt-501 sp0207255...",81.13,0.90673,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__UBA2174_A,g__SpSt-501,s__,3300055390_1065__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,25,221,1,0,0,0,87.96,0.65,11,0.02912363116077537,0,4016227,70281,12571,10040.5675,400,400,3904,70281,0.6088893879753311,12571,0.885162118575469,10040.5675,4.016227,0.5864427340426106,0.9605180220828018,0.0011708796207911742,0.009601841618471552,0.00025901449616906684,0.002217164087207212,-0.6189572748648392,0.0771697325,0.08625575209722222,0.2176917,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;
3300055390_173,3300055390_173__dereplicated_genomes,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,81.79,0.88794,-,d__Bacteria,p__Actinomycetota,c__Thermoleophilia,o__UBA2241,f__UBA2241,g__,s__,3300055390_173__dereplicated_genomes,p__Actinobacteria,732,199,116,25,166,8,0,0,0,84.91,3.59,11,0.014231453755549234,0,2655743,55215,14112,10751.995951417004,247,247,2666,55215,0.6967157590173447,14112,0.9058835888864246,10751.995951417004,2.655743,0.00467573289356491,0.15751258090014078,0.053147474877415155,0.07543476733723264,0.01750284459877505,0.030576397911329475,-0.4028134645945779,0.057808962000000005,0.05561398856944444,0.09403787,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;
3300055390_871,3300055390_871__dereplicated_genomes,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__MVRE01;s__,-,-,-,-,-,GCA_903900025.1,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__MVRE01;s__MVRE01 sp903900025,82.58,0.696,taxonomic classification defined by topology and ANI,-,"GCA_022711635.1, s__MVRE01 sp022711635...",86.87,0.96194,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanoregulaceae,g__MVRE01,s__,3300055390_871__dereplicated_genomes,p__Euryarchaeota,90,233,152,26,207,0,0,0,0,87.28,0.0,11,0.02611606717610027,0,1455954,49993,14072,10784.844444444445,135,135,1639,49993,0.550844326125688,14072,0.8840725737214226,10784.844444444445,1.455954,0.6022111005674438,0.9605180220828018,0.0011311340849592575,0.009601841618471552,0.00023224135475277428,0.002217164087207212,0.6222321810810553,0.0274000785,0.034385147525,0.10797804,d__Archaea;p__Halobacteriota;c__Methanomicrobia;
3300060478_467,3300060478_467__dereplicated_genomes,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,-,-,86.25,0.76655,-,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__QMZP01,f__QMZP01,g__,s__,3300060478_467__dereplicated_genomes,k__Archaea,207,149,107,22,126,1,0,0,0,81.31,0.93,11,0.01593455238943567,0,952931,79162,31861,23823.275,40,40,1090,79162,0.5096832824202382,31861,0.901800864910471,23823.275,0.952931,0.6410903206764609,0.9605180220828018,0.014836185798664034,0.030675785129604862,0.0319882017847274,0.049425813587954254,0.3622028573595665,0.0162970465,0.022714641872222226,0.08194668,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;
3300067053_231,3300067053_231__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__CG2-30-68-42;s__,-,-,-,-,-,GCA_001872285.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__CG2-30-68-42;s__CG2-30-68-42 sp001872285,78.41,0.32,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,68.6,0.87979,-,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__CG2-30-68-42,s__,3300067053_231__dereplicated_genomes,f__Rhodocyclaceae,30,540,241,127,401,12,0,0,0,75.3,2.07,11,0.02063376876779308,0,3298192,28870,7199,6518.166007905138,506,506,3435,28870,0.6896896845301911,7199,0.9057086427958105,6518.166007905138,3.298192,0.15134289943499332,0.732276272532646,0.0038688235716604425,0.013360328990650972,0.0008867243908882312,0.003300156863479678,-0.5632838691891658,0.0334328375,0.03795706538888889,0.087610334,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;
