Genome,User Genome,Classification,FastANI Reference,FastANI Reference Radius,FastANI Taxonomy,FastANI ANI,FastANI Alignment Fraction,Closest Placement Reference,Closest Placement Taxonomy,Closest Placement ANI,Closest Placement Alignment Fraction,Classification Method,Note,Other Related References,MSA AA Percent,RED Value,Warnings,domain,phylum,class,order,family,genus,species,Bin Name,Marker Lineage,# Genomes,# Markers,# Marker Sets,0,1,2,3,4,5+,Completeness,Contamination,Translation table,GC std,# ambiguous bases,Genome size,Longest contig,N50 (scaffolds),Mean scaffold length,# contigs,# scaffolds,# predicted genes,Longest scaffold,GC,N50 (contigs),Coding density,Mean contig length,Genome size (Mbp),kruskal_season_p,kruskal_season_p_corr,kruskal_depth_p,kruskal_depth_p_corr,spearman_depth_p,spearman_depth_p_corr,spearman_depth_r,median_rel_abun,mean_rel_abun,max_rel_abun
3300055390_731,3300055390_731__dereplicated_genomes,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__2-02-FULL-66-22;g__2-02-FULL-66-22;s__,-,-,-,-,-,GCA_016209735.1,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__2-02-FULL-66-22;g__2-02-FULL-66-22;s__2-02-FULL-66-22 sp016209735,77.57,0.232,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_016208645.1, s__2-02-FULL-66-22 sp...",89.47,0.88112,-,d__Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__Methylomirabilales,f__2-02-FULL-66-22,g__2-02-FULL-66-22,s__,3300055390_731__dereplicated_genomes,k__Bacteria,2258,188,117,11,174,3,0,0,0,92.88,2.56,11,0.018008922947641146,0,6056090,108734,23199,15370.786802030458,394,394,5706,108734,0.6482241842508946,23199,0.8467387373701514,15370.786802030458,6.05609,0.3132463128385292,0.8796927370759939,0.2961269691004607,0.32168107303298776,0.6178756564326633,0.6529648912424194,-0.08514756162161809,0.026489835,0.029069649000000006,0.06838843
3300067053_1484,3300067053_1484__dereplicated_genomes,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__UBA284;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,-,-,66.33,0.79022,-,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__UBA284,g__,s__,3300067053_1484__dereplicated_genomes,k__Archaea,207,149,107,31,117,1,0,0,0,75.0,0.93,11,0.004180698814294597,0,723637,276895,204973,144727.4,5,5,802,276895,0.4197049072946795,204973,0.9340470429234548,144727.4,0.723637,0.08436456926719545,0.5646412833225619,0.05285007453949235,0.07539943967634243,0.18275571111652056,0.22412448240077593,0.22474618364043822,0.0037515245,0.006859382836111112,0.03946318
3300055390_925,3300055390_925__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,81.53,0.80368,-,d__Bacteria,p__Acidobacteriota,c__UBA6911,o__UBA6911,f__UBA6911,g__,s__,3300055390_925__dereplicated_genomes,k__Bacteria,2258,188,117,25,158,5,0,0,0,92.68,3.7,11,0.016283521225231974,0,6435455,94214,15251,11895.480591497228,541,541,5469,94214,0.5780940120007054,15251,0.8578955178771354,11895.480591497228,6.435455,0.17639845132222307,0.7681504189275,0.2575332073510092,0.2848170871995658,0.9195210935487688,0.9325948531726849,0.0163745310810804,0.018422703999999998,0.020137053325,0.051921025
3300060607_601,3300060607_601__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__UBA2199;s__,-,-,-,-,-,-,-,-,-,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_018262835.1, s__UBA2199 sp01826283...",85.44,0.92612,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Acidobacteriota,c__Aminicenantia,o__UBA2199,f__UBA2199,g__UBA2199,s__,3300060607_601__dereplicated_genomes,k__Bacteria,2258,188,117,19,169,0,0,0,0,89.19,0.0,11,0.024898558898596754,0,3094057,99141,24354,16724.632432432434,185,185,2808,99141,0.5662403763085166,24354,0.9259134527903009,16724.632432432434,3.094057,0.32202427368568043,0.8796927370759939,0.38783150169468555,0.4088470017865158,0.22843945253342668,0.27173105377357576,0.20309646921865068,0.0090193905,0.011110652044444443,0.040315688
3300060607_86,3300060607_86__dereplicated_genomes,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,77.82,0.88777,-,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__UBA10030,g__,s__,3300060607_86__dereplicated_genomes,k__Bacteria,433,273,183,50,212,11,0,0,0,77.49,4.74,11,0.016239498790497596,0,2181299,40806,8550,7470.20205479452,292,292,2114,40806,0.42681723138368466,8550,0.9161201650942855,7470.20205479452,2.181299,0.2533150530940821,0.8276247536203598,0.013302900623475293,0.028783184667947017,0.003299719284801116,0.008356685526005192,0.49653632643684825,0.0026303751,0.005065918338888888,0.02893911
3300055390_83,3300055390_83__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus;s__,-,-,-,-,-,GCA_021802595.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus;s__Thiobacillus sp021802595,86.47,0.576,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_021802945.1, s__Thiobacillus sp021...",64.83,0.97452,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Thiobacillaceae,g__Thiobacillus,s__,3300055390_83__dereplicated_genomes,c__Betaproteobacteria,235,419,211,110,300,9,0,0,0,78.34,2.49,11,0.025451296733725245,0,2472332,93485,14204,10431.780590717299,237,237,2597,93485,0.6408504197656302,14204,0.9185687844512792,10431.780590717299,2.472332,0.8413584739131661,0.9680145882656858,0.0020468741765407358,0.009884104782573393,0.000503263361008598,0.002396585000647975,-0.5894831189188945,0.0561717335,0.081487237,0.23132281
3300060478_1033,3300060478_1033__dereplicated_genomes,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA10834;f__UBA10834;g__COMBO-56-21;s__,-,-,-,-,-,-,-,-,-,ANI,-,"GCA_018814355.1, s__COMBO-56-21 sp0188...",87.33,0.88456,-,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA10834,f__UBA10834,g__COMBO-56-21,s__,3300060478_1033__dereplicated_genomes,p__Euryarchaeota,148,188,125,15,168,5,0,0,0,91.87,2.44,11,0.03370014271357368,0,1718734,85954,16367,11613.067567567568,148,148,1736,85954,0.5629032764814101,16367,0.9065282934997504,11613.067567567568,1.718734,0.12608195849393924,0.6918343363513589,0.004680712384642253,0.014516992033528148,0.001162698352538354,0.003798739655621492,0.54891915971124,0.0039000877,0.007154673883333331,0.08862653
3300060607_787,3300060607_787__dereplicated_genomes,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__UBA4054;s__,-,-,-,-,-,GCA_002383495.1,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__UBA4054;s__UBA4054 sp002383495,79,0.338,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,84.13,0.85218,-,d__Bacteria,p__Desulfobacterota,c__Syntrophia,o__Syntrophales,f__UBA4778,g__UBA4054,s__,3300060607_787__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,31,215,1,0,0,0,83.87,0.65,11,0.018144567753360135,0,2469742,68521,14510,11124.963963963964,222,222,2451,68521,0.5516122736706911,14510,0.8898917376794823,11124.963963963964,2.469742,0.45873098453354355,0.9439272181747915,0.045733626021807354,0.06773007590772855,0.019961448932699702,0.03316716576276836,0.3930899404231948,0.013340656,0.014761562694444449,0.035277024
3300067053_728,3300067053_728__dereplicated_genomes,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JAHFOH01;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,-,-,67.96,0.67999,-,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__JAHFOH01,g__,s__,3300067053_728__dereplicated_genomes,k__Archaea,207,145,103,31,113,1,0,0,0,80.94,0.97,11,0.011047949269963915,0,1144916,52228,10787,8875.317829457364,129,129,1295,52228,0.44060175593668005,10787,0.8405498744012662,8875.317829457364,1.144916,0.6016515971903305,0.9605180220828018,0.0028847336433282327,0.011023803565575748,0.001220033610226222,0.0038968237699762913,0.546597039288073,0.0075763299,0.007538520511111111,0.01634147
3300060478_1126,3300060478_1126__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,82.16,0.80832,-,d__Bacteria,p__Acidobacteriota,c__UBA6911,o__UBA6911,f__UBA6911,g__,s__,3300060478_1126__dereplicated_genomes,k__Bacteria,2258,188,117,27,150,11,0,0,0,81.57,4.56,11,0.017950539131554453,0,5411634,40857,8656,7654.3620933521925,707,707,4820,40857,0.6204471699305607,8656,0.8344736543528258,7654.3620933521925,5.411634,0.7484017894222018,0.9605180220828018,0.014522022488527452,0.030322393939438107,0.011547618228965027,0.022524349006522094,0.4266999286754717,0.0142865855,0.013716929602777777,0.046321083
3300055390_119,3300055390_119__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__VXMN01;f__VXMN01;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,76.27,0.76619,-,d__Bacteria,p__Acidobacteriota,c__Terriglobia,o__VXMN01,f__VXMN01,g__,s__,3300055390_119__dereplicated_genomes,k__Bacteria,2258,188,117,39,148,1,0,0,0,75.61,0.85,11,0.016467755077625646,0,3398342,26785,7306,6935.391836734694,490,490,3150,26785,0.5371901945125005,7306,0.8863716482920201,6935.391836734694,3.398342,0.4351005001570759,0.929582727653642,0.002061201900618408,0.009884104782573393,0.00046564095870558586,0.0023571214367986704,0.5915493655413717,0.0027983542000000004,0.005462234274999999,0.04775112
3300055390_580,3300055390_580__dereplicated_genomes,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,73.6,0.83255,-,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Anaeromyxobacteraceae,g__,s__,3300055390_580__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,40,207,0,0,0,0,80.84,0.0,11,0.022813277545146945,0,2912992,23474,7326,6681.174311926606,436,436,2923,23474,0.7414431622194637,7326,0.9178552498599378,6681.174311926606,2.912992,0.00021519637296410067,0.04605202381431755,0.3461750140652817,0.37040726504985144,0.4188089456600187,0.4680162630352167,-0.1375460610810754,0.044782205000000005,0.05224329803888888,0.1369155
3300067053_392,3300067053_392__dereplicated_genomes,d__Bacteria;p__Desulfobacterota_F;c__BSN033;o__BSN033;f__UBA1163;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,89.49,0.75858,-,d__Bacteria,p__Desulfobacterota_F,c__BSN033,o__BSN033,f__UBA1163,g__,s__,3300067053_392__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,16,226,4,1,0,0,89.68,3.87,11,0.009495193864767255,0,5466128,372048,110898,67483.06172839506,81,81,4951,372048,0.5361147781391142,110898,0.8606080940658543,67483.06172839506,5.466128,0.2063420176745616,0.769317681457568,0.0023360137934359242,0.009899147560302728,0.0008598964332504258,0.0032320521426017048,0.5632838691891658,0.046404472,0.049865896916666666,0.11402645
3300060607_409,3300060607_409__dereplicated_genomes,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__,-,-,-,-,-,-,-,-,-,ANI,-,"GCA_023488905.1, s__PALSA-986 sp023488...",55.29,0.95428,-,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__B26-1,f__UBA233,g__PALSA-986,s__,3300060607_409__dereplicated_genomes,k__Archaea,207,149,107,37,104,8,0,0,0,80.91,5.84,11,0.015580664022315192,0,1278388,51729,15107,10926.393162393162,117,117,1403,51729,0.4649644708805151,15107,0.8772954689812482,10926.393162393162,1.278388,0.05677915950825388,0.4223756528876534,0.02690035983721666,0.04677732769921942,0.016222086659698022,0.028690302026242783,0.40608837081079396,0.012981451000000001,0.01759286154722222,0.056945942
3300067053_1693,3300067053_1693__dereplicated_genomes,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__JAFGIB01;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,79.68,0.83687,-,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__JAFGIB01,g__,s__,3300067053_1693__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,45,197,5,0,0,0,77.71,2.01,11,0.025744919819509684,0,4753691,26410,7997,7126.973013493253,667,667,4197,26410,0.5635277934556537,7997,0.874994188726192,7126.973013493253,4.753691,0.21482206442294674,0.7750322969819213,0.10262255145855521,0.13111179708734816,0.03874564459281781,0.058391323541288814,-0.3505051968773487,0.00720833735,0.009120305647222222,0.039002154
3300060478_438,3300060478_438__dereplicated_genomes,d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__Profunditerraquicolaceae;g__JALOCB01;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,69.12,0.86641,-,d__Bacteria,p__Omnitrophota,c__Koll11,o__GIF10,f__Profunditerraquicolaceae,g__JALOCB01,s__,3300060478_438__dereplicated_genomes,k__Bacteria,2993,147,91,18,123,6,0,0,0,82.54,5.49,11,0.026912705788025806,0,1464185,69284,13896,10926.753731343284,134,134,1543,69284,0.46005661852839635,13896,0.9299596703968419,10926.753731343284,1.464185,0.14366174926893072,0.732276272532646,0.3583311162891575,0.38150676062626715,0.504778205259194,0.5511353873748344,-0.11359998708095494,0.00302061885,0.005546132427777777,0.02375952
3300067053_1628,3300067053_1628__dereplicated_genomes,d__Bacteria;p__Desulfobacterota_F;c__SM23-61;o__SM23-61;f__SM23-61;g__SM23-61;s__,-,-,-,-,-,GCA_013388675.1,d__Bacteria;p__Desulfobacterota_F;c__SM23-61;o__SM23-61;f__SM23-61;g__SM23-61;s__SM23-61 sp013388675,83.3,0.655,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_001304105.1, s__SM23-61 sp00130410...",86.28,0.93396,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Desulfobacterota_F,c__SM23-61,o__SM23-61,f__SM23-61,g__SM23-61,s__,3300067053_1628__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,19,216,11,1,0,0,89.35,6.77,11,0.01889834943632602,0,6170641,74474,16245,11533.908411214954,535,535,5932,74474,0.5568556005769904,16245,0.8484734406036585,11533.908411214954,6.170641,0.9374578699925078,0.9791981895430706,0.0003509190615531412,0.009601841618471552,7.749745114899108e-05,0.002217164087207212,0.6680808681080803,0.06455118,0.05899498080833335,0.117226206
3300060478_511,3300060478_511__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__RBG-16-66-30;s__,-,-,-,-,-,GCA_017883305.1,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__RBG-16-66-30;s__RBG-16-66-30 sp017883305,84.9,0.67,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_001775715.1, s__RBG-16-66-30 sp001...",78.27,0.95903,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Acidobacteriota,c__Aminicenantia,o__Aminicenantales,f__RBG-16-66-30,g__RBG-16-66-30,s__,3300060478_511__dereplicated_genomes,k__Bacteria,2258,188,117,30,154,4,0,0,0,80.33,2.99,11,0.02838631997422627,0,2612859,37622,9460,7990.394495412844,327,327,2457,37622,0.6575980563819173,9460,0.9325455372831064,7990.394495412844,2.612859,0.6443698056370242,0.9605180220828018,0.05824522913845374,0.08041599377825226,0.01898500016452262,0.032116917274370285,0.39626365216214576,0.11832936250000001,0.11986645124999999,0.2806632
3300060607_853,3300060607_853__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,90.05,0.86302,-,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Thiobacillaceae,g__,s__,3300060607_853__dereplicated_genomes,c__Betaproteobacteria,235,419,211,26,386,7,0,0,0,96.85,2.53,11,0.02845418559598581,0,2915625,171448,39804,26996.527777777777,108,108,3054,171448,0.5635443515541265,39804,0.9063905680600214,26996.527777777777,2.915625,0.24804723794146305,0.8264452680631145,0.023899345680957924,0.04297865525819324,0.006430095981643586,0.014113236308427974,-0.46188067999725396,0.008392090000000001,0.010848706211111109,0.08234261
3300055390_1074,3300055390_1074__dereplicated_genomes,d__Archaea;p__Thermoplasmatota;c__Themoplasmata_A;o__DTKX01;f__VGTL01;g__VGTL01;s__,-,-,-,-,-,GCA_016874675.1,d__Archaea;p__Thermoplasmatota;c__Themoplasmata_A;o__DTKX01;f__VGTL01;g__VGTL01;s__VGTL01 sp016874675,77.86,0.322,taxonomic classification defined by topology and ANI,-,-,72.29,0.82599,-,d__Archaea,p__Thermoplasmatota,c__Themoplasmata_A,o__DTKX01,f__VGTL01,g__VGTL01,s__,3300055390_1074__dereplicated_genomes,p__Euryarchaeota,148,188,125,49,137,2,0,0,0,82.8,0.8,11,0.018877801291758686,0,2403634,82786,20044,14929.403726708075,161,161,1826,82786,0.6011863703042976,20044,0.9160974590973501,14929.403726708075,2.403634,0.45409704965709496,0.9439272181747915,0.0029951696579931836,0.011147240118444196,0.0006513735358200393,0.002706678381854144,0.576231818526583,0.00341106205,0.00699669598611111,0.06696783
3300067053_1614,3300067053_1614__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__JAKAGC01;s__,-,-,-,-,-,GCA_020355945.1,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__JAKAGC01;s__JAKAGC01 sp020355945,79.2,0.371,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_011772425.1, s__JAKAGC01 sp0117724...",76.8,0.92437,-,d__Bacteria,p__Acidobacteriota,c__Aminicenantia,o__UBA2199,f__UBA2199,g__JAKAGC01,s__,3300067053_1614__dereplicated_genomes,k__Bacteria,2258,188,117,30,149,9,0,0,0,85.71,6.41,11,0.02639889964570261,0,10337156,129954,22446,15405.597615499255,671,671,8097,129954,0.4437702207454352,22446,0.890067829101157,15405.597615499255,10.337156,0.40332522696127837,0.9200576122985465,0.3106916777687193,0.3357980759722522,0.5170679812644449,0.5631172925729832,0.10891622972743417,0.0031395489,0.007130734741666666,0.041932497
3300060607_907,3300060607_907__dereplicated_genomes,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__CAIYOL01;s__,-,-,-,-,-,GCA_903927855.1,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__CAIYOL01;s__CAIYOL01 sp903927855,81.71,0.639,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,81.53,0.95302,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Sedimentisphaerales,f__SG8-4,g__CAIYOL01,s__,3300060607_907__dereplicated_genomes,k__Bacteria,2921,143,88,5,136,2,0,0,0,95.39,2.27,11,0.01587894926250923,0,2172335,57563,14770,11373.48167539267,191,191,1992,57563,0.4782360915788771,14770,0.8892951593561766,11373.48167539267,2.172335,0.4684512320990558,0.9502233523146724,0.0009489945266323103,0.009601841618471552,0.00021121965735883938,0.002217164087207212,0.626313673173675,0.012149879999999998,0.012798833722222222,0.04166428
3300060607_1235,3300060607_1235__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__RBG-16-66-30;s__,-,-,-,-,-,-,-,-,-,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_014894455.1, s__RBG-16-66-30 sp014...",69.39,0.9538,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Acidobacteriota,c__Aminicenantia,o__Aminicenantales,f__RBG-16-66-30,g__RBG-16-66-30,s__,3300060607_1235__dereplicated_genomes,k__Bacteria,2258,188,117,40,145,3,0,0,0,76.7,0.9,11,0.020879448763807023,0,2529963,38996,8925,7620.370481927711,332,332,2386,38996,0.626557384436057,8925,0.9259759925342782,7620.370481927711,2.529963,0.7500768336215946,0.9605180220828018,0.0020224341799779085,0.009884104782573393,0.0008598964332504258,0.0032320521426017048,0.5632838691891658,0.041702824,0.05454196142777778,0.22101559
3300060478_1017,3300060478_1017__dereplicated_genomes,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__Fen-1342;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,84.89,0.85807,-,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__UBA1845,f__Fen-1342,g__,s__,3300060478_1017__dereplicated_genomes,k__Bacteria,2921,143,88,4,136,3,0,0,0,96.59,2.84,11,0.01328079602258086,0,5493367,128903,50728,32124.95321637427,171,171,4396,128903,0.669618286926761,50728,0.8789001353814518,32124.95321637427,5.493367,0.11671216141059632,0.6581725099896913,0.002276426897803804,0.009884104782573393,0.0004999744218856996,0.002396585000647975,0.588332162460278,0.0068071368,0.011256908183333336,0.039414376
3300067053_119,3300067053_119__dereplicated_genomes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA10428;g__UBA10428;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,71.82,0.87824,-,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA10428,g__UBA10428,s__,3300067053_119__dereplicated_genomes,p__Bacteroidetes,350,316,210,82,229,5,0,0,0,75.8,1.6,11,0.015726372271722584,0,2949388,27890,6874,6370.1684665226785,463,463,2670,27890,0.3873969786274305,6874,0.894161093759112,6370.1684665226785,2.949388,0.11063946796542412,0.6486807162904319,0.16566687899964797,0.1953317471400808,0.6940089035975873,0.7263220345166469,0.06585506497446662,0.00285664745,0.0038682316194444447,0.014663068
3300055390_1057,3300055390_1057__dereplicated_genomes,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__SZUA-254;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,85.96,0.81507,-,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__SZUA-254,g__,s__,3300055390_1057__dereplicated_genomes,k__Bacteria,433,273,183,28,240,5,0,0,0,85.77,2.09,11,0.01893946225934073,0,2785776,64636,13149,10797.581395348838,258,258,2429,64636,0.44510254952300543,13149,0.9140250328813229,10797.581395348838,2.785776,0.8075776238294596,0.9605180220828018,0.017142809394360834,0.033968159355492765,0.007343804382217279,0.015483489042310321,0.45295838582473147,0.014418901500000001,0.014729640358333332,0.038200993
3300067053_1625,3300067053_1625__dereplicated_genomes,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UM-FILTER-43-11;f__UM-FILTER-43-11;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,79.05,0.85852,-,d__Bacteria,p__Patescibacteria,c__Gracilibacteria,o__UM-FILTER-43-11,f__UM-FILTER-43-11,g__,s__,3300067053_1625__dereplicated_genomes,k__Bacteria,924,161,108,31,130,0,0,0,0,76.85,0.0,11,0.011182789908304337,0,1133268,51398,28843,18578.16393442623,61,61,1081,51398,0.43303878694183545,28843,0.8895080422283167,18578.16393442623,1.133268,0.1651536179577478,0.7600618116765168,0.051372537263411934,0.07378337566691379,0.14671112459469132,0.18632748168109164,0.24487270754853718,0.0027284668499999998,0.0039763582166666665,0.020035768
3300060607_746,3300060607_746__dereplicated_genomes,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__20-14-0-80-47-9;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,-,-,74.45,0.86215,-,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__B26-1,f__UBA233,g__20-14-0-80-47-9,s__,3300060607_746__dereplicated_genomes,k__Archaea,207,149,107,33,103,13,0,0,0,77.88,4.39,11,0.014296256446949176,0,1299778,45268,15705,11816.163636363637,110,110,1506,45268,0.5031443831177325,15705,0.8725974743379254,11816.163636363637,1.299778,0.5990118898853125,0.9605180220828018,0.0022492290723460646,0.009884104782573393,0.0005093714846718222,0.002396585000647975,0.5874875421661601,0.0079924042,0.012858096413888888,0.052979607
3300055390_428,3300055390_428__dereplicated_genomes,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,95.71,0.88873,-,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__UBA10030,g__,s__,3300055390_428__dereplicated_genomes,k__Bacteria,433,273,183,5,264,4,0,0,0,97.8,1.91,11,0.01359578381639553,0,3342728,92235,30829,22895.397260273974,146,146,2951,92235,0.41552677932515,30829,0.9064569417553567,22895.397260273974,3.342728,0.8296842265036084,0.9649588286509359,0.023108981288456537,0.041732675069448937,0.014361426679788014,0.02638064643325867,0.4135707001008418,0.0146204665,0.014404769097222221,0.03887903
3300060478_151,3300060478_151__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__JAFGXF01;s__,-,-,-,-,-,GCA_016936755.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__JAFGXF01;s__JAFGXF01 sp016936755,78.43,0.219,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,81.63,0.96995,-,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__JAFGXF01,s__,3300060478_151__dereplicated_genomes,k__Bacteria,924,163,110,24,135,3,1,0,0,80.91,4.55,11,0.027803684360467172,0,2166576,69872,11438,9586.61946902655,226,226,2161,69872,0.5059665573697854,11438,0.9169085229412677,9586.61946902655,2.166576,0.823035684968642,0.9649588286509359,0.011507978348617443,0.026247936912056874,0.003881057815508839,0.009491958543073047,0.48796102621619597,0.03889682,0.047460253566666666,0.13964814
