IDs,TOP2,TOP3,TOP4,MID2,MID3,MID4,BTM2,BTM3,BTM4,Gene_Product,Ortholog_ID,percent_id,taxonomy,
Ga0562388_18411754_2_631,6615250,0,0,0,0,0,0,0,0,multiple sugar transport system ATP-binding protein,KO:K10112,66.35,Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces rubellomurinus;Streptomyces rubellomurinus indigoferus ATCC 31304,
Ga0562388_01567146_203_2074,0,0,0,6603470,0,0,0,0,0,quinone-modifying oxidoreductase subunit QmoB,KO:K16886,76.92,Bacteria;Proteobacteria;Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria;uncultured beta proteobacterium;unclassified betaproteobacterium ENR4,
Ga0562388_00530481_246_2429,0,6602630,0,0,0,0,0,0,0,spore coat protein A,KO:K06324,60.49,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;Geobacter pickeringii;Geobacter pickeringii G13,
Ga0562388_10600394_72_815,0,494178,0,0,0,4330530,0,0,1777220,hypothetical protein,Hypo-rule applied,34.48,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rudaea;Rudaea cellulosilytica;Rudaea cellulosilytica DSM 22992,
Ga0562388_04567456_535_1224,0,2632710,0,0,0,2073950,0,0,1889400,adenylylsulfate reductase subunit A,KO:K00394,97.39,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;Syntrophobacter fumaroxidans;Syntrophobacter fumaroxidans MPOB,
Ga0562388_08291831_3_917,0,6594020,0,0,0,0,0,0,0,methionyl-tRNA synthetase,KO:K01874,67.87,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thioalkalivibrio;Thioalkalivibrio versutus;Thioalkalivibrio versutus D301,
Ga0562388_07077470_3_992,1242430,0,0,2650870,2698320,0,0,0,0,branched-chain amino acid transport system substrate-binding protein,KO:K01999,82.42,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Pseudolabrys;Pseudolabrys taiwanensis;Pseudolabrys taiwanensis CC-BB4,
Ga0562388_02309207_3_449,0,0,5486060,0,1095570,0,0,0,0,chaperonin GroEL,KO:K04077,81.63,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus;Myxococcus virescens;Myxococcus virescens DSM 2260,
Ga0562388_00304964_4030_4665,0,0,0,6562300,0,0,0,0,0,hypothetical protein,Hypo-rule applied,60.73,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfomonile;Desulfomonile tiedjei;Desulfomonile tiedjei DCB-1- DSM 6799,
Ga0562388_07702491_616_951,0,6561240,0,0,0,0,0,0,0,ketol-acid reductoisomerase,KO:K00053,93.69,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter;Methylobacter luteus;Methylobacter luteus IMV-B-3098,
Ga0562388_03989544_2_1270,0,0,6556620,0,0,0,0,0,0,acetyl-CoA synthetase,KO:K01895,75.3,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Candidatus Koribacter;Candidatus Koribacter versatilis;Candidatus Koribacter versatilis Ellin345,
Ga0562388_00025900_6332_6739,2741590,0,0,0,693198,0,0,0,3118140,F-type H+-transporting ATPase subunit epsilon,KO:K02114,72.59,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfacinum;Desulfacinum infernum;Desulfacinum infernum DSM 9756,
Ga0562388_03467153_1114_1401,2882112,0,0,0,1098420,0,0,0,2568270,5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase,KO:K15023,89.69,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;Desulfobacca acetoxidans;Desulfobacca acetoxidans ASRB2- DSM 11109,
Ga0562388_00175396_5236_6105,0,0,0,0,0,0,0,6548770,0,hypothetical protein,Hypo-rule applied,32.38,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified Burkholderiales;unclassified Burkholderiales;Burkholderiales bacterium 23;Burkholderiales sp. 23,
Ga0562388_00173523_3238_5442,0,0,0,6545900,0,0,0,0,0,acetyl-CoA synthase,KO:K14138,66.49,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfomonile;Desulfomonile tiedjei;Desulfomonile tiedjei DCB-1- DSM 6799,
Ga0562388_03397762_1_1416,0,0,192004,0,3686610,2659070,0,0,0,type IV pilus assembly protein PilQ,KO:K02666,56.28,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;Pedosphaera;Pedosphaera parvula;Pedosphaera parvula Ellin514,
Ga0562388_08963081_365_883,0,0,0,0,0,0,0,6533240,0,phasin family protein,TIGR01841,79.77,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified Burkholderiales;Rhizobacter;Rhizobacter sp. Root1221;Rhizobacter sp. Root1221,
Ga0562388_01505142_3_2117,0,0,0,0,0,0,6528480,0,0,hypothetical protein,Hypo-rule applied,67.53,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;Methanoregula formicica;Methanoregula formicica SMSP- DSM 22288,
Ga0562388_00005050_6496_9261,0,0,0,0,0,0,0,0,6524730,K(+)-stimulated pyrophosphate-energized sodium pump,KO:K15987,79.18,Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;Opitutus sp. ER46;Opitutus sp. ER46,
Ga0562388_04512641_476_1234,0,6522360,0,0,0,0,0,0,0,predicted porin,COG3203,35.83,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas;Polaromonas sp. C04;Polaromonas sp. C04,
Ga0562388_07974134_9_326,0,1412250,0,5107640,0,0,0,0,0,TusE/DsrC/DsvC family sulfur relay protein,TIGR03342,89.52,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfacinum;Desulfacinum hydrothermale;Desulfacinum hydrothermale DSM 13146,
Ga0562388_22346913_2_499,0,0,0,3177170,0,3332920,0,0,0,molecular chaperone DnaK,KO:K04043,81.33,Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Pyrinomonadaceae;Pyrinomonas;Pyrinomonas methylaliphatogenes;Pyrinomonas methylaliphatogenes K22,
Ga0562388_25001330_3_548,0,0,0,6509510,0,0,0,0,0,chaperonin GroEL,KO:K04077,90.11,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfosoma;Desulfosoma caldarium;Desulfosoma caldarium DSM 22027,
Ga0562388_06769086_3_1013,0,6506400,0,0,0,0,0,0,0,D-xylose transport system substrate-binding protein,KO:K10543,57.57,Bacteria;Actinobacteria;Nitriliruptoria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor;Nitriliruptor alkaliphilus;Nitriliruptor alkaliphilus DSM 45188,
Ga0562388_00055349_10143_10640,694581,0,0,2634970,0,0,0,0,3171730,CBS domain-containing protein,COG0517,87.27,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;Methanoregula formicica;Methanoregula formicica SMSP- DSM 22288,
Ga0562388_07825469_3_671,0,0,0,0,0,6494790,0,0,0,small subunit ribosomal protein S3,KO:K02982,70.45,Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;Dehalococcoides mccartyi;Dehalococcoides mccartyi CBDB1,
Ga0562388_00691534_602_1018,0,2190800,0,0,0,2104130,0,2199490,0,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_22294823_1_576,0,0,0,0,6493460,0,0,0,0,predicted porin,COG3203,34.1,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Duganella;Duganella sp. OV458;Duganella sp. OV458,
Ga0562388_10681171_156_812,0,0,0,0,0,6489080,0,0,0,ABC-type sugar transport system substrate-binding protein,COG1879,57.28,Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae;Halocella;Halocella sp. SP3-1;Halocella sp. SP3-1,
Ga0562388_05630981_2_1108,0,0,0,0,0,6486950,0,0,0,formate dehydrogenase major subunit,KO:K00123,82.11,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;Azoarcus communis;Azoarcus communis TSPY31,
Ga0562388_06512157_2_460,0,0,0,0,0,0,0,0,6476170,chaperonin GroEL,KO:K04077,90.85,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;Pedosphaera;Pedosphaera parvula;Pedosphaera parvula Ellin514,
Ga0562388_19581410_1_612,0,1375390,0,2828140,0,0,0,0,2272360,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_24883677_1_549,0,0,0,6471170,0,0,0,0,0,chaperonin GroEL,KO:K04077,91.26,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;Pedosphaera;Pedosphaera parvula;Pedosphaera parvula Ellin514,
Ga0562388_17403244_1_645,0,0,0,0,0,0,0,0,6466860,hypothetical protein,Hypo-rule applied,68.84,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Syntrophus;Syntrophus gentianae;Syntrophus gentianae DSM 8423,
Ga0562388_00233165_2_2380,0,0,6455130,0,0,0,0,0,0,NADPH-dependent glutamate synthase beta subunit-like oxidoreductase/NAD-dependent dihydropyrimidine dehydrogenase PreA subunit,COG0493/COG1146,63.7,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacter;Desulfobacter curvatus;Desulfobacter curvatus DSM 3379,
Ga0562388_00002167_32680_35274,0,1305235,0,0,0,5147860,0,0,0,ATP-dependent Clp protease ATP-binding subunit ClpB,KO:K03695,89.71,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Annwoodia;Annwoodia aquaesulis;Annwoodia aquaesulis DSM 4255,
Ga0562388_00958536_1590_2648,0,0,4461280,0,0,0,1987370,0,0,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_08900838_2_886,4583210,0,0,0,0,0,0,1864310,0,uroporphyrinogen III methyltransferase/synthase,KO:K13542,85.56,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Syntrophus;Syntrophus aciditrophicus;Syntrophus aciditrophicus SB,
Ga0562388_00000015_53545_54753,6252630,0,0,0,0,0,194653,0,0,sulfate adenylyltransferase,KO:K00958,94.03,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Thiobacillus;Thiobacillus thioparus;Thiobacillus thioparus DSM 505,
Ga0562388_01199308_735_2354,0,0,638384,0,0,5806080,0,0,0,chaperonin GroEL,KO:K04077,82.73,Bacteria;Planctomycetes;Planctomycetia;Pirellulales;Thermoguttaceae;Thermogutta;Thermogutta terrifontis;Thermogutta terrifontis R1,
Ga0562388_01102600_1_771,0,0,0,6441590,0,0,0,0,0,methyl-coenzyme M reductase beta subunit,KO:K00401,76.65,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanosphaerula;Methanosphaerula palustris;Methanosphaerula palustris E1-9c- DSM 19958,
Ga0562388_16665180_1_609,0,0,1350124,0,0,4452690,636880,0,0,chaperonin GroEL,KO:K04077,89.27,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;Pedosphaera;Pedosphaera parvula;Pedosphaera parvula Ellin514,
Ga0562388_04558994_584_1228,0,6439160,0,0,0,0,0,0,0,elongation factor Tu,KO:K02358,91.55,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea;Anaerolinea thermophila;Anaerolinea thermophila UNI-1,
Ga0562388_12768119_2_343,0,6436270,0,0,0,0,0,0,0,adenylate kinase,KO:K00939,71.93,Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga japonensis;Chitinophaga japonensis DSM 13484,
Ga0562388_00009654_22932_23915,0,0,0,0,0,0,6433420,0,0,chaperonin GroEL,KO:K04077,80,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Candidatus Koribacter;Candidatus Koribacter versatilis;Candidatus Koribacter versatilis Ellin345,
Ga0562388_00009214_20040_20903,0,0,448602,0,0,2669600,0,0,3307400,flagellin,KO:K02406,45.45,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;unclassified Acidobacteriaceae;Acidobacteriaceae bacterium KBS 146;Acidobacteriaceae sp. KBS 146,
Ga0562388_10645902_1_816,1996040,0,0,0,3861820,0,0,560747,0,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_27934093_2_520,0,0,0,3468420,2947070,0,0,0,0,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_03741978_33_1229,0,0,0,0,0,6415100,0,0,0,S-adenosylmethionine synthetase,KO:K00789,82.5,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;Pedosphaera;Pedosphaera parvula;Pedosphaera parvula Ellin514,
Ga0562388_00216391_957_2903,0,0,0,0,0,6410180,0,0,0,serine protein kinase,KO:K07180,93.21,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Rhodopila;unclassified Rhodopila;Rhodopila sp. LVNP,
Ga0562388_06147743_385_1059,0,0,5609700,0,0,791162,0,0,0,CO dehydrogenase/acetyl-CoA synthase delta subunit,COG2069,84.82,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;Desulfobacca acetoxidans;Desulfobacca acetoxidans ASRB2- DSM 11109,
Ga0562388_01359611_2019_2225,0,0,0,0,0,0,0,6399070,0,nucleoid DNA-binding protein,COG0776,69.12,Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria;delta proteobacterium NaphS2;delta proteobacterium NaphS2,
Ga0562388_00096551_2547_2897,0,0,0,0,0,0,0,6396970,0,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_02849710_1_1194,6394770,0,0,0,0,0,0,0,0,branched-chain amino acid transport system substrate-binding protein,KO:K01999,69.77,Bacteria;Proteobacteria;Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria;Betaproteobacteria bacterium GR16-43;Betaproteobacteria bacterium GR16-43,
Ga0562388_12583180_2_754,0,0,0,0,2390560,4002230,0,0,0,hypothetical protein,Hypo-rule applied,51.76,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanospirillaceae;Methanospirillum;Methanospirillum hungatei;Methanospirillum hungatei JF-1,
Ga0562388_03186774_2_991,0,0,0,0,0,6389210,0,0,0,chaperonin GroEL,KO:K04077,83.33,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Chromatocurvus;Chromatocurvus halotolerans;Chromatocurvus halotolerans DSM 23344,
Ga0562388_00016458_14604_15149,783321,0,0,0,4342760,0,0,1261660,0,Skp family chaperone for outer membrane proteins,COG2825,NA,NA,
Ga0562388_00213987_5193_5543,726714,0,0,1733990,0,1400150,0,0,2523840,6-oxo-cyclohex-1-ene-carbonyl-CoA hydrolase,KO:K07539,82.05,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Syntrophus;Syntrophus aciditrophicus;Syntrophus aciditrophicus SB,
Ga0562388_03646648_66_1367,0,3372730,0,0,0,3008690,0,0,0,long-chain fatty acid transport protein,KO:K06076,52.49,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified Burkholderiales;Ideonella;Ideonella sp. A 288;Ideonella sp. A 288,
Ga0562388_02416066_377_1417,0,0,2506760,0,0,3415670,457363,0,0,excisionase family DNA binding protein,TIGR01764,74.64,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Pelolinea;Pelolinea submarina;Pelolinea submarina DSM 23923,
Ga0562388_04797117_267_1196,0,0,0,0,0,0,0,6379560,0,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_03355449_1_1011,0,0,0,4128850,0,2249730,0,0,0,F-type H+-transporting ATPase subunit alpha,KO:K02111,86.61,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;Syntrophobacter fumaroxidans;Syntrophobacter fumaroxidans MPOB,
Ga0562388_03915343_1_1320,0,5859640,0,517114,0,0,0,0,0,chaperonin GroEL,KO:K04077,73.74,Bacteria;Calditrichaeota;Calditrichae;Calditrichales;Calditrichaceae;Caldithrix;Caldithrix abyssi;Caldithrix abyssi LF13- DSM 13497,
Ga0562388_00846140_1032_2789,2922210,0,0,0,0,0,3454450,0,0,alcohol dehydrogenase (cytochrome c),KO:K00114,57.92,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Rhodopila;unclassified Rhodopila;Rhodopila sp. LVNP,
Ga0562388_21297429_2_220,0,0,0,0,0,0,6373630,0,0,DNA-binding MarR family transcriptional regulator,COG1846,NA,NA,
Ga0562388_08310056_296_916,0,0,0,0,1118550,0,0,0,5251620,flagellin,KO:K02406,72.31,Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema caldarium;Treponema caldarium DSM 7334,
Ga0562388_07797245_2_946,0,0,0,0,0,0,0,0,6369330,D-xylose transport system substrate-binding protein,KO:K10543,71.97,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfopila;Desulfopila sp. IMCC35005;Desulfopila sp. IMCC35005,
Ga0562388_03213014_366_1457,0,0,0,0,5435450,0,931720,0,0,hypothetical protein,Hypo-rule applied,35.03,Bacteria;Nitrospirae;Thermodesulfovibrionia;Thermodesulfovibrionales;Thermodesulfovibrionaceae;Thermodesulfovibrio;Thermodesulfovibrio hydrogeniphilus;Thermodesulfovibrio hydrogeniphilus DSM 18151,
Ga0562388_20760191_2_595,0,1857620,0,687655,0,0,0,3820050,0,methyl-coenzyme M reductase alpha subunit,KO:K00399,88.38,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanotrichaceae;Methanothrix;Methanothrix soehngenii;Methanothrix soehngenii GP-6,
Ga0562388_07480601_127_963,0,0,0,0,0,6363610,0,0,0,hypothetical protein,Hypo-rule applied,71.48,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;Syntrophobacter fumaroxidans;Syntrophobacter fumaroxidans MPOB,
Ga0562388_22734448_20_571,0,0,0,0,0,0,6362580,0,0,molecular chaperone DnaK,KO:K04043,82.42,Bacteria;Planctomycetes;Candidatus Brocadiae;Candidatus Brocadiales;Candidatus Brocadiaceae;Candidatus Brocadia;Candidatus Brocadia fulgida;Candidatus Brocadia fulgida Brocadia fulgida enrichment bioreactor,
Ga0562388_19139473_184_618,0,0,0,0,0,6358200,0,0,0,hypothetical protein,Hypo-rule applied,50,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;Desulfobacca acetoxidans;Desulfobacca acetoxidans ASRB2- DSM 11109,
Ga0562388_00546861_1_3498,0,0,0,0,0,0,0,0,6356730,hypothetical protein,Hypo-rule applied,30.27,Bacteria;Proteobacteria;Gammaproteobacteria;unclassified Gammaproteobacteria;unclassified Gammaproteobacteria;Sedimenticola;Sedimenticola selenatireducens;Sedimenticola selenatireducens DSM 17993,
Ga0562388_00809652_3_1643,0,0,0,0,0,6343940,0,0,0,molecular chaperone DnaK,KO:K04043,73.31,Bacteria;Chloroflexi;Ktedonobacteria;Thermogemmatisporales;Thermogemmatisporaceae;Thermogemmatispora;Thermogemmatispora onikobensis;Thermogemmatispora onikobensis NBRC 111776,
Ga0562388_11955118_306_770,0,0,0,0,0,6339970,0,0,0,Fe-Mn family superoxide dismutase,KO:K04564,76.92,Bacteria;Planctomycetes;Candidatus Brocadiae;Candidatus Brocadiales;Candidatus Brocadiaceae;Candidatus Jettenia;Candidatus Jettenia caeni;Planctomycetaceae bacterium KSU-1,
Ga0562388_13691704_253_723,990232,0,0,0,2092245,0,0,0,3255160,xylulokinase,KO:K00854,55.56,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium sp. KNHs216;Clostridium sp. KNHs216,
Ga0562388_00916241_2416_2709,0,0,0,0,0,6337060,0,0,0,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_00174282_2966_4165,0,0,6333570,0,0,0,0,0,0,cytochrome c peroxidase,KO:K00428,66.67,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus;Syntrophorhabdus aromaticivorans;Syntrophorhabdus aromaticivorans UI,
Ga0562388_00038567_4843_9246,0,0,0,0,5434070,0,0,0,898984,DNA-directed RNA polymerase subunit beta,KO:K03043,64.27,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacterium;Acidobacterium capsulatum;Acidobacterium capsulatum ATCC 51196,
Ga0562388_21436065_3_587,0,1275580,0,0,0,5055180,0,0,0,hypothetical protein,Hypo-rule applied,53.61,Bacteria;Proteobacteria;Gammaproteobacteria;unclassified Gammaproteobacteria;Candidatus Competibacteraceae;Candidatus Competibacter;Candidatus Competibacter denitrificans;Candidatus Competibacter denitrificans Run_A_D11,
Ga0562388_01781916_3_482,0,0,0,0,0,6327970,0,0,0,F-type H+-transporting ATPase subunit alpha,KO:K02111,88.75,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;Syntrophobacter fumaroxidans;Syntrophobacter fumaroxidans MPOB,
Ga0562388_02434732_22_1668,0,0,0,2988665,0,653768,0,0,2681136,hypothetical protein,Hypo-rule applied,60.25,Bacteria;Planctomycetes;Candidatus Brocadiae;Candidatus Brocadiales;Candidatus Brocadiaceae;Candidatus Jettenia;Candidatus Jettenia caeni;Planctomycetaceae bacterium KSU-1,
Ga0562388_00862594_3_2684,0,0,1686340,0,1592460,1495640,1548490,0,0,preprotein translocase subunit SecA,KO:K03070,57.21,Bacteria;Calditrichaeota;Calditrichae;Calditrichales;Calditrichaceae;Caldithrix;Caldithrix abyssi;Caldithrix abyssi LF13- DSM 13497,
Ga0562388_13118123_3_737,0,1868540,0,4448000,0,0,0,0,0,glutamate synthase (NADPH/NADH) large chain,KO:K00265,93.06,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylosarcina;Methylosarcina fibrata;Methylosarcina fibrata AML-C10,
Ga0562388_08672464_2_898,0,0,0,0,0,5885910,430357,0,0,basic membrane protein A,KO:K07335,69.59,Bacteria;Chloroflexi;Thermoflexia;Thermoflexales;Thermoflexaceae;Thermoflexus;Thermoflexus hugenholtzii;Thermoflexus hugenholtzii JAD2,
Ga0562388_30445746_287_499,0,943799,0,5369530,0,0,0,0,0,adenylylsulfate reductase subunit B,KO:K00395,61.43,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Ammonifex;Ammonifex thiophilus;Ammonifex thiophilus SR,
Ga0562388_00010472_15027_18257,0,0,0,0,3174920,0,3136690,0,0,hypothetical protein,Hypo-rule applied,44.14,Bacteria;Candidatus Aminicenantes;unclassified Candidatus Aminicenantes;unclassified Candidatus Aminicenantes;unclassified Candidatus Aminicenantes;unclassified Candidatus Aminicenantes;Aminicenantes bacterium SCGC AAA252-N07;Aminicenantes bacterium SCGC AAA252-N07 (contamination screened),
Ga0562388_01511688_472_1812,0,0,0,429132,5879490,0,0,0,0,acetyl-CoA decarbonylase/synthase complex subunit gamma,KO:K00197,75.51,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;Desulfobacca acetoxidans;Desulfobacca acetoxidans ASRB2- DSM 11109,
Ga0562388_10682624_196_597,0,0,0,6300980,0,0,0,0,0,hypothetical protein,Hypo-rule applied,40.62,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;unclassified Hyphomicrobiales;Methyloligella;Methyloligella halotolerans;Methyloligella halotolerans VKM B-2706,
Ga0562388_00212211_1187_3601,0,0,0,0,6297130,0,0,0,0,ATP-dependent Lon protease,KO:K01338,96.64,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Thiobacillus;Thiobacillus thioparus;Thiobacillus thioparus DSM 505,
Ga0562388_02311968_505_1713,0,0,0,0,0,0,6297020,0,0,methylenetetrahydrofolate dehydrogenase (NADP+)/methenyltetrahydrofolate cyclohydrolase/formyltetrahydrofolate synthetase,KO:K00288,88.81,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;Desulfobacca acetoxidans;Desulfobacca acetoxidans ASRB2- DSM 11109,
Ga0562388_14978968_3_692,2602440,0,0,3691190,0,0,0,0,0,predicted porin,COG3203,53.54,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified Burkholderiales;Aquincola;Aquincola tertiaricarbonis;Aquincola tertiaricarbonis MIMtkpLc11,
Ga0562388_00019708_13835_17131,0,0,0,0,6288940,0,0,0,0,TonB-linked SusC/RagA family outer membrane protein,TIGR04056,45.6,Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Mariniphaga;Mariniphaga anaerophila;Mariniphaga anaerophila DSM 26910,
Ga0562388_18490944_3_629,0,1648510,0,4638060,0,0,0,0,0,hypothetical protein,Hypo-rule applied,44.97,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Chelatococcaceae;Chelatococcus;unclassified Chelatococcus;Chelatococcus sp. HY11,
Ga0562388_19617981_261_611,0,0,0,2519260,0,1922400,0,1844580,0,sulfate adenylyltransferase,KO:K00958,84.48,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;Desulfobacca acetoxidans;Desulfobacca acetoxidans ASRB2- DSM 11109,
Ga0562388_11930448_2_622,0,0,0,6278440,0,0,0,0,0,chaperonin GroEL,KO:K04077,87.92,Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;Steroidobacteraceae;Povalibacter;Povalibacter uvarum;Povalibacter uvarum DSM 26723,
Ga0562388_00153981_5284_6447,0,0,0,0,0,0,6271640,0,0,branched-chain amino acid transport system substrate-binding protein,KO:K01999,42.74,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Rhodomicrobium;Rhodomicrobium vannielii;Rhodomicrobium vannielii R_RK_2,
Ga0562388_28778109_2_514,0,0,0,0,0,6270580,0,0,0,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_01625195_986_2038,0,0,0,601077,5664980,0,0,0,0,molecular chaperone DnaK,KO:K04043,84.9,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;Desulfobacca acetoxidans;Desulfobacca acetoxidans ASRB2- DSM 11109,
